FAQ_ID,Category,Question,Answer,Related_Policy,Applies_To,Tags,Last_Updated,Visibility
FAQ-0235,Promotions & Loyalty,Why did my free gift not ship?,"For the question, ""Why did my free gift not ship?"", Promotional offers are subject to eligibility rules, expiration dates, product exclusions, regional availability, account limits, and minimum purchase requirements. Codes must be entered before checkout is completed and usually cannot be added retroactively. If you return part of a promotional order, the refund may be recalculated based on the remaining eligible items and discount allocation. Loyalty points, referral credits, gifts, and clearance discounts may have separate rules, so review the offer terms before placing the order.",Shipping Policy,All categories,"promotion,free gift",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0236,Promotions & Loyalty,Do promotions apply to pre-orders?,"For the question, ""Do promotions apply to pre-orders?"", Promotional offers are subject to eligibility rules, expiration dates, product exclusions, regional availability, account limits, and minimum purchase requirements. Codes must be entered before checkout is completed and usually cannot be added retroactively. If you return part of a promotional order, the refund may be recalculated based on the remaining eligible items and discount allocation. Loyalty points, referral credits, gifts, and clearance discounts may have separate rules, so review the offer terms before placing the order.",Terms of Service,All categories,"promotion,preorder",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0237,Promotions & Loyalty,Can I get loyalty points refunded after a return?,"For the question, ""Can I get loyalty points refunded after a return?"", Promotional offers are subject to eligibility rules, expiration dates, product exclusions, regional availability, account limits, and minimum purchase requirements. Codes must be entered before checkout is completed and usually cannot be added retroactively. If you return part of a promotional order, the refund may be recalculated based on the remaining eligible items and discount allocation. Loyalty points, referral credits, gifts, and clearance discounts may have separate rules, so review the offer terms before placing the order.",Refund Policy,All categories,"loyalty,refund",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0238,Promotions & Loyalty,Are clearance items eligible for coupons?,"For the question, ""Are clearance items eligible for coupons?"", Promotional offers are subject to eligibility rules, expiration dates, product exclusions, regional availability, account limits, and minimum purchase requirements. Codes must be entered before checkout is completed and usually cannot be added retroactively. If you return part of a promotional order, the refund may be recalculated based on the remaining eligible items and discount allocation. Loyalty points, referral credits, gifts, and clearance discounts may have separate rules, so review the offer terms before placing the order.",Terms of Service,All categories,"promotion,clearance",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0239,Promotions & Loyalty,Can I subscribe to promotion alerts?,"For the question, ""Can I subscribe to promotion alerts?"", Promotional offers are subject to eligibility rules, expiration dates, product exclusions, regional availability, account limits, and minimum purchase requirements. Codes must be entered before checkout is completed and usually cannot be added retroactively. If you return part of a promotional order, the refund may be recalculated based on the remaining eligible items and discount allocation. Loyalty points, referral credits, gifts, and clearance discounts may have separate rules, so review the offer terms before placing the order.",Privacy Policy,All categories,"promotion,alerts",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0240,Promotions & Loyalty,How do I opt out of promotional SMS?,"For the question, ""How do I opt out of promotional SMS?"", Promotional offers are subject to eligibility rules, expiration dates, product exclusions, regional availability, account limits, and minimum purchase requirements. Codes must be entered before checkout is completed and usually cannot be added retroactively. If you return part of a promotional order, the refund may be recalculated based on the remaining eligible items and discount allocation. Loyalty points, referral credits, gifts, and clearance discounts may have separate rules, so review the offer terms before placing the order.",Privacy Policy,All categories,"promotion,SMS",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0241,Compatibility & Integrations,Which voice assistants are supported?,"For the question, ""Which voice assistants are supported?"", Compatibility depends on the device model, firmware version, region, home network, hub requirements, and third-party platform rules. Check the product specification page before purchase and confirm supported protocols such as Wi-Fi, Bluetooth, Matter, Zigbee, Z-Wave, or voice assistant integrations. Some features require a hub, subscription, cloud service, or supported mobile operating system. If an integration stops working, update the device, app, and third-party platform, then remove and reconnect the integration if needed.",Help Center,All categories,"compatibility,voice assistant",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0242,Compatibility & Integrations,Can I connect devices to Apple Home?,"For the question, ""Can I connect devices to Apple Home?"", Compatibility depends on the device model, firmware version, region, home network, hub requirements, and third-party platform rules. Check the product specification page before purchase and confirm supported protocols such as Wi-Fi, Bluetooth, Matter, Zigbee, Z-Wave, or voice assistant integrations. Some features require a hub, subscription, cloud service, or supported mobile operating system. If an integration stops working, update the device, app, and third-party platform, then remove and reconnect the integration if needed.",Help Center,All smart device categories,"compatibility,Apple Home",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0243,Compatibility & Integrations,Can I connect devices to Google Home?,"For the question, ""Can I connect devices to Google Home?"", Compatibility depends on the device model, firmware version, region, home network, hub requirements, and third-party platform rules. Check the product specification page before purchase and confirm supported protocols such as Wi-Fi, Bluetooth, Matter, Zigbee, Z-Wave, or voice assistant integrations. Some features require a hub, subscription, cloud service, or supported mobile operating system. If an integration stops working, update the device, app, and third-party platform, then remove and reconnect the integration if needed.",Help Center,All smart device categories,"compatibility,Google Home",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0244,Compatibility & Integrations,Can I connect devices to Amazon Alexa?,"For the question, ""Can I connect devices to Amazon Alexa?"", Compatibility depends on the device model, firmware version, region, home network, hub requirements, and third-party platform rules. Check the product specification page before purchase and confirm supported protocols such as Wi-Fi, Bluetooth, Matter, Zigbee, Z-Wave, or voice assistant integrations. Some features require a hub, subscription, cloud service, or supported mobile operating system. If an integration stops working, update the device, app, and third-party platform, then remove and reconnect the integration if needed.",Help Center,All smart device categories,"compatibility,Alexa",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0245,Compatibility & Integrations,Do devices support Matter?,"For the question, ""Do devices support Matter?"", Compatibility depends on the device model, firmware version, region, home network, hub requirements, and third-party platform rules. Check the product specification page before purchase and confirm supported protocols such as Wi-Fi, Bluetooth, Matter, Zigbee, Z-Wave, or voice assistant integrations. Some features require a hub, subscription, cloud service, or supported mobile operating system. If an integration stops working, update the device, app, and third-party platform, then remove and reconnect the integration if needed.",Help Center,All smart device categories,"compatibility,Matter",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0246,Compatibility & Integrations,Do devices support Zigbee or Z-Wave?,"For the question, ""Do devices support Zigbee or Z-Wave?"", Compatibility depends on the device model, firmware version, region, home network, hub requirements, and third-party platform rules. Check the product specification page before purchase and confirm supported protocols such as Wi-Fi, Bluetooth, Matter, Zigbee, Z-Wave, or voice assistant integrations. Some features require a hub, subscription, cloud service, or supported mobile operating system. If an integration stops working, update the device, app, and third-party platform, then remove and reconnect the integration if needed.",Help Center,All smart device categories,"compatibility,protocol",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0247,Compatibility & Integrations,Can I use devices without internet?,"For the question, ""Can I use devices without internet?"", Compatibility depends on the device model, firmware version, region, home network, hub requirements, and third-party platform rules. Check the product specification page before purchase and confirm supported protocols such as Wi-Fi, Bluetooth, Matter, Zigbee, Z-Wave, or voice assistant integrations. Some features require a hub, subscription, cloud service, or supported mobile operating system. If an integration stops working, update the device, app, and third-party platform, then remove and reconnect the integration if needed.",Help Center,All smart device categories,"compatibility,offline",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0248,Compatibility & Integrations,Can I connect a Smart Thermostat to my HVAC system?,"For the question, ""Can I connect a Smart Thermostat to my HVAC system?"", Compatibility depends on the device model, firmware version, region, home network, hub requirements, and third-party platform rules. Check the product specification page before purchase and confirm supported protocols such as Wi-Fi, Bluetooth, Matter, Zigbee, Z-Wave, or voice assistant integrations. Some features require a hub, subscription, cloud service, or supported mobile operating system. If an integration stops working, update the device, app, and third-party platform, then remove and reconnect the integration if needed.",Help Center,Smart Thermostat,"compatibility,HVAC",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0249,Compatibility & Integrations,Can I use Smart Lighting with dimmer switches?,"For the question, ""Can I use Smart Lighting with dimmer switches?"", Compatibility depends on the device model, firmware version, region, home network, hub requirements, and third-party platform rules. Check the product specification page before purchase and confirm supported protocols such as Wi-Fi, Bluetooth, Matter, Zigbee, Z-Wave, or voice assistant integrations. Some features require a hub, subscription, cloud service, or supported mobile operating system. If an integration stops working, update the device, app, and third-party platform, then remove and reconnect the integration if needed.",Help Center,Smart Lighting,"compatibility,dimmer",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0250,Compatibility & Integrations,Can Smart Sensors trigger automations?,"For the question, ""Can Smart Sensors trigger automations?"", Compatibility depends on the device model, firmware version, region, home network, hub requirements, and third-party platform rules. Check the product specification page before purchase and confirm supported protocols such as Wi-Fi, Bluetooth, Matter, Zigbee, Z-Wave, or voice assistant integrations. Some features require a hub, subscription, cloud service, or supported mobile operating system. If an integration stops working, update the device, app, and third-party platform, then remove and reconnect the integration if needed.",Help Center,Smart Sensor,"compatibility,automation",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0251,Compatibility & Integrations,Can I use a Smart Camera with cloud storage from another provider?,"For the question, ""Can I use a Smart Camera with cloud storage from another provider?"", Compatibility depends on the device model, firmware version, region, home network, hub requirements, and third-party platform rules. Check the product specification page before purchase and confirm supported protocols such as Wi-Fi, Bluetooth, Matter, Zigbee, Z-Wave, or voice assistant integrations. Some features require a hub, subscription, cloud service, or supported mobile operating system. If an integration stops working, update the device, app, and third-party platform, then remove and reconnect the integration if needed.",Privacy Policy,Smart Camera,"compatibility,camera cloud",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0252,Compatibility & Integrations,Can I connect my Security System to professional monitoring?,"For the question, ""Can I connect my Security System to professional monitoring?"", Compatibility depends on the device model, firmware version, region, home network, hub requirements, and third-party platform rules. Check the product specification page before purchase and confirm supported protocols such as Wi-Fi, Bluetooth, Matter, Zigbee, Z-Wave, or voice assistant integrations. Some features require a hub, subscription, cloud service, or supported mobile operating system. If an integration stops working, update the device, app, and third-party platform, then remove and reconnect the integration if needed.",Help Center,Security System,"compatibility,monitoring",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0253,Compatibility & Integrations,Can I control devices from outside my home?,"For the question, ""Can I control devices from outside my home?"", Compatibility depends on the device model, firmware version, region, home network, hub requirements, and third-party platform rules. Check the product specification page before purchase and confirm supported protocols such as Wi-Fi, Bluetooth, Matter, Zigbee, Z-Wave, or voice assistant integrations. Some features require a hub, subscription, cloud service, or supported mobile operating system. If an integration stops working, update the device, app, and third-party platform, then remove and reconnect the integration if needed.",Privacy Policy,All smart device categories,"compatibility,remote access",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0254,Compatibility & Integrations,Do smart plugs support high-power appliances?,"For the question, ""Do smart plugs support high-power appliances?"", Compatibility depends on the device model, firmware version, region, home network, hub requirements, and third-party platform rules. Check the product specification page before purchase and confirm supported protocols such as Wi-Fi, Bluetooth, Matter, Zigbee, Z-Wave, or voice assistant integrations. Some features require a hub, subscription, cloud service, or supported mobile operating system. If an integration stops working, update the device, app, and third-party platform, then remove and reconnect the integration if needed.",Help Center,Smart Plug,"compatibility,plug load",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0255,Compatibility & Integrations,Can I use a Smart Lock on any door?,"For the question, ""Can I use a Smart Lock on any door?"", Compatibility depends on the device model, firmware version, region, home network, hub requirements, and third-party platform rules. Check the product specification page before purchase and confirm supported protocols such as Wi-Fi, Bluetooth, Matter, Zigbee, Z-Wave, or voice assistant integrations. Some features require a hub, subscription, cloud service, or supported mobile operating system. If an integration stops working, update the device, app, and third-party platform, then remove and reconnect the integration if needed.",Help Center,Smart Lock,"compatibility,door",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0256,Compatibility & Integrations,Does Robot Vacuum work on dark floors?,"For the question, ""Does Robot Vacuum work on dark floors?"", Compatibility depends on the device model, firmware version, region, home network, hub requirements, and third-party platform rules. Check the product specification page before purchase and confirm supported protocols such as Wi-Fi, Bluetooth, Matter, Zigbee, Z-Wave, or voice assistant integrations. Some features require a hub, subscription, cloud service, or supported mobile operating system. If an integration stops working, update the device, app, and third-party platform, then remove and reconnect the integration if needed.",Help Center,Robot Vacuum,"compatibility,floor",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0257,Compatibility & Integrations,Does Air Purifier work with replacement filters from other brands?,"For the question, ""Does Air Purifier work with replacement filters from other brands?"", Compatibility depends on the device model, firmware version, region, home network, hub requirements, and third-party platform rules. Check the product specification page before purchase and confirm supported protocols such as Wi-Fi, Bluetooth, Matter, Zigbee, Z-Wave, or voice assistant integrations. Some features require a hub, subscription, cloud service, or supported mobile operating system. If an integration stops working, update the device, app, and third-party platform, then remove and reconnect the integration if needed.",Warranty Policy,Air Purifier,"compatibility,filters",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0258,Compatibility & Integrations,Can I connect multiple Home Hubs?,"For the question, ""Can I connect multiple Home Hubs?"", Compatibility depends on the device model, firmware version, region, home network, hub requirements, and third-party platform rules. Check the product specification page before purchase and confirm supported protocols such as Wi-Fi, Bluetooth, Matter, Zigbee, Z-Wave, or voice assistant integrations. Some features require a hub, subscription, cloud service, or supported mobile operating system. If an integration stops working, update the device, app, and third-party platform, then remove and reconnect the integration if needed.",Help Center,Home Hub,"compatibility,home hub",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0259,Compatibility & Integrations,Can I migrate devices from another smart home platform?,"For the question, ""Can I migrate devices from another smart home platform?"", Compatibility depends on the device model, firmware version, region, home network, hub requirements, and third-party platform rules. Check the product specification page before purchase and confirm supported protocols such as Wi-Fi, Bluetooth, Matter, Zigbee, Z-Wave, or voice assistant integrations. Some features require a hub, subscription, cloud service, or supported mobile operating system. If an integration stops working, update the device, app, and third-party platform, then remove and reconnect the integration if needed.",Help Center,All smart device categories,"compatibility,migration",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0260,Compatibility & Integrations,Where can I find model compatibility information?,"For the question, ""Where can I find model compatibility information?"", Compatibility depends on the device model, firmware version, region, home network, hub requirements, and third-party platform rules. Check the product specification page before purchase and confirm supported protocols such as Wi-Fi, Bluetooth, Matter, Zigbee, Z-Wave, or voice assistant integrations. Some features require a hub, subscription, cloud service, or supported mobile operating system. If an integration stops working, update the device, app, and third-party platform, then remove and reconnect the integration if needed.",Help Center,All categories,"compatibility,model",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0261,Complaints & Support,How do I file a complaint?,"For the question, ""How do I file a complaint?"", Support cases are reviewed based on order records, troubleshooting history, warranty status, policy eligibility, and customer impact. Provide clear details, screenshots, photos, videos, tracking numbers, device logs when available, and the preferred contact method. Urgent safety, security, payment, delivery loss, or repeated failure issues may be escalated to a specialist team. Escalation does not guarantee a specific outcome, but it ensures the case receives the correct review level and documented follow-up.",Complaint Handling SOP,All categories,"complaint,file",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0262,Complaints & Support,How long does complaint review take?,"For the question, ""How long does complaint review take?"", Support cases are reviewed based on order records, troubleshooting history, warranty status, policy eligibility, and customer impact. Provide clear details, screenshots, photos, videos, tracking numbers, device logs when available, and the preferred contact method. Urgent safety, security, payment, delivery loss, or repeated failure issues may be escalated to a specialist team. Escalation does not guarantee a specific outcome, but it ensures the case receives the correct review level and documented follow-up.",Complaint Handling SOP,All categories,"complaint,timeline",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0263,Complaints & Support,What information should I include in a complaint?,"For the question, ""What information should I include in a complaint?"", Support cases are reviewed based on order records, troubleshooting history, warranty status, policy eligibility, and customer impact. Provide clear details, screenshots, photos, videos, tracking numbers, device logs when available, and the preferred contact method. Urgent safety, security, payment, delivery loss, or repeated failure issues may be escalated to a specialist team. Escalation does not guarantee a specific outcome, but it ensures the case receives the correct review level and documented follow-up.",Complaint Handling SOP,All categories,"complaint,information",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0264,Complaints & Support,Can I escalate my case to a supervisor?,"For the question, ""Can I escalate my case to a supervisor?"", Support cases are reviewed based on order records, troubleshooting history, warranty status, policy eligibility, and customer impact. Provide clear details, screenshots, photos, videos, tracking numbers, device logs when available, and the preferred contact method. Urgent safety, security, payment, delivery loss, or repeated failure issues may be escalated to a specialist team. Escalation does not guarantee a specific outcome, but it ensures the case receives the correct review level and documented follow-up.",Escalation Process,All categories,"complaint,escalation",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0265,Complaints & Support,What is considered an urgent support issue?,"For the question, ""What is considered an urgent support issue?"", Support cases are reviewed based on order records, troubleshooting history, warranty status, policy eligibility, and customer impact. Provide clear details, screenshots, photos, videos, tracking numbers, device logs when available, and the preferred contact method. Urgent safety, security, payment, delivery loss, or repeated failure issues may be escalated to a specialist team. Escalation does not guarantee a specific outcome, but it ensures the case receives the correct review level and documented follow-up.",Escalation Process,All categories,"support,urgent",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0266,Complaints & Support,How do I report repeated product failures?,"For the question, ""How do I report repeated product failures?"", Support cases are reviewed based on order records, troubleshooting history, warranty status, policy eligibility, and customer impact. Provide clear details, screenshots, photos, videos, tracking numbers, device logs when available, and the preferred contact method. Urgent safety, security, payment, delivery loss, or repeated failure issues may be escalated to a specialist team. Escalation does not guarantee a specific outcome, but it ensures the case receives the correct review level and documented follow-up.",Escalation Process,All categories,"support,repeated failure",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0267,Complaints & Support,What happens after a case is escalated?,"For the question, ""What happens after a case is escalated?"", Support cases are reviewed based on order records, troubleshooting history, warranty status, policy eligibility, and customer impact. Provide clear details, screenshots, photos, videos, tracking numbers, device logs when available, and the preferred contact method. Urgent safety, security, payment, delivery loss, or repeated failure issues may be escalated to a specialist team. Escalation does not guarantee a specific outcome, but it ensures the case receives the correct review level and documented follow-up.",Escalation Process,All categories,"support,case escalated",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0268,Complaints & Support,Can I reopen a closed support case?,"For the question, ""Can I reopen a closed support case?"", Support cases are reviewed based on order records, troubleshooting history, warranty status, policy eligibility, and customer impact. Provide clear details, screenshots, photos, videos, tracking numbers, device logs when available, and the preferred contact method. Urgent safety, security, payment, delivery loss, or repeated failure issues may be escalated to a specialist team. Escalation does not guarantee a specific outcome, but it ensures the case receives the correct review level and documented follow-up.",Customer Service SOP,All categories,"support,reopen",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0269,Complaints & Support,How do I provide feedback about an agent?,"For the question, ""How do I provide feedback about an agent?"", Support cases are reviewed based on order records, troubleshooting history, warranty status, policy eligibility, and customer impact. Provide clear details, screenshots, photos, videos, tracking numbers, device logs when available, and the preferred contact method. Urgent safety, security, payment, delivery loss, or repeated failure issues may be escalated to a specialist team. Escalation does not guarantee a specific outcome, but it ensures the case receives the correct review level and documented follow-up.",Customer Service SOP,All categories,"support,agent feedback",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0270,Complaints & Support,Can I request a callback?,"For the question, ""Can I request a callback?"", Support cases are reviewed based on order records, troubleshooting history, warranty status, policy eligibility, and customer impact. Provide clear details, screenshots, photos, videos, tracking numbers, device logs when available, and the preferred contact method. Urgent safety, security, payment, delivery loss, or repeated failure issues may be escalated to a specialist team. Escalation does not guarantee a specific outcome, but it ensures the case receives the correct review level and documented follow-up.",Customer Service SOP,All categories,"support,callback",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0271,Complaints & Support,Can support troubleshoot my device remotely?,"For the question, ""Can support troubleshoot my device remotely?"", Support cases are reviewed based on order records, troubleshooting history, warranty status, policy eligibility, and customer impact. Provide clear details, screenshots, photos, videos, tracking numbers, device logs when available, and the preferred contact method. Urgent safety, security, payment, delivery loss, or repeated failure issues may be escalated to a specialist team. Escalation does not guarantee a specific outcome, but it ensures the case receives the correct review level and documented follow-up.",Privacy Policy,All smart device categories,"support,remote troubleshoot",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0272,Complaints & Support,How do I submit photos or videos for a case?,"For the question, ""How do I submit photos or videos for a case?"", Support cases are reviewed based on order records, troubleshooting history, warranty status, policy eligibility, and customer impact. Provide clear details, screenshots, photos, videos, tracking numbers, device logs when available, and the preferred contact method. Urgent safety, security, payment, delivery loss, or repeated failure issues may be escalated to a specialist team. Escalation does not guarantee a specific outcome, but it ensures the case receives the correct review level and documented follow-up.",Customer Service SOP,All categories,"support,evidence",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0273,Complaints & Support,Why do support agents ask for my order number?,"For the question, ""Why do support agents ask for my order number?"", Support cases are reviewed based on order records, troubleshooting history, warranty status, policy eligibility, and customer impact. Provide clear details, screenshots, photos, videos, tracking numbers, device logs when available, and the preferred contact method. Urgent safety, security, payment, delivery loss, or repeated failure issues may be escalated to a specialist team. Escalation does not guarantee a specific outcome, but it ensures the case receives the correct review level and documented follow-up.",Customer Service SOP,All categories,"support,verification",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0274,Complaints & Support,What happens if I miss a support callback?,"For the question, ""What happens if I miss a support callback?"", Support cases are reviewed based on order records, troubleshooting history, warranty status, policy eligibility, and customer impact. Provide clear details, screenshots, photos, videos, tracking numbers, device logs when available, and the preferred contact method. Urgent safety, security, payment, delivery loss, or repeated failure issues may be escalated to a specialist team. Escalation does not guarantee a specific outcome, but it ensures the case receives the correct review level and documented follow-up.",Customer Service SOP,All categories,"support,missed callback",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0275,Complaints & Support,Can I change the contact person on a support case?,"For the question, ""Can I change the contact person on a support case?"", Support cases are reviewed based on order records, troubleshooting history, warranty status, policy eligibility, and customer impact. Provide clear details, screenshots, photos, videos, tracking numbers, device logs when available, and the preferred contact method. Urgent safety, security, payment, delivery loss, or repeated failure issues may be escalated to a specialist team. Escalation does not guarantee a specific outcome, but it ensures the case receives the correct review level and documented follow-up.",Customer Service SOP,All categories,"support,contact",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0276,Complaints & Support,How do I report a damaged delivery to support?,"For the question, ""How do I report a damaged delivery to support?"", Support cases are reviewed based on order records, troubleshooting history, warranty status, policy eligibility, and customer impact. Provide clear details, screenshots, photos, videos, tracking numbers, device logs when available, and the preferred contact method. Urgent safety, security, payment, delivery loss, or repeated failure issues may be escalated to a specialist team. Escalation does not guarantee a specific outcome, but it ensures the case receives the correct review level and documented follow-up.",Shipping Policy,All categories,"support,damaged delivery",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0277,Complaints & Support,How do I request accessibility assistance?,"For the question, ""How do I request accessibility assistance?"", Support cases are reviewed based on order records, troubleshooting history, warranty status, policy eligibility, and customer impact. Provide clear details, screenshots, photos, videos, tracking numbers, device logs when available, and the preferred contact method. Urgent safety, security, payment, delivery loss, or repeated failure issues may be escalated to a specialist team. Escalation does not guarantee a specific outcome, but it ensures the case receives the correct review level and documented follow-up.",Customer Service SOP,All categories,"support,accessibility",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0278,Complaints & Support,Can I contact support outside business hours?,"For the question, ""Can I contact support outside business hours?"", Support cases are reviewed based on order records, troubleshooting history, warranty status, policy eligibility, and customer impact. Provide clear details, screenshots, photos, videos, tracking numbers, device logs when available, and the preferred contact method. Urgent safety, security, payment, delivery loss, or repeated failure issues may be escalated to a specialist team. Escalation does not guarantee a specific outcome, but it ensures the case receives the correct review level and documented follow-up.",Customer Service SOP,All categories,"support,after hours",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0279,Complaints & Support,What should I do if I disagree with a case decision?,"For the question, ""What should I do if I disagree with a case decision?"", Support cases are reviewed based on order records, troubleshooting history, warranty status, policy eligibility, and customer impact. Provide clear details, screenshots, photos, videos, tracking numbers, device logs when available, and the preferred contact method. Urgent safety, security, payment, delivery loss, or repeated failure issues may be escalated to a specialist team. Escalation does not guarantee a specific outcome, but it ensures the case receives the correct review level and documented follow-up.",Escalation Process,All categories,"support,dispute",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0280,Complaints & Support,How are safety complaints handled?,"For the question, ""How are safety complaints handled?"", Support cases are reviewed based on order records, troubleshooting history, warranty status, policy eligibility, and customer impact. Provide clear details, screenshots, photos, videos, tracking numbers, device logs when available, and the preferred contact method. Urgent safety, security, payment, delivery loss, or repeated failure issues may be escalated to a specialist team. Escalation does not guarantee a specific outcome, but it ensures the case receives the correct review level and documented follow-up.",Escalation Process,All categories,"support,safety complaint",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0281,Subscription & Services,Do smart cameras require a cloud subscription?,"For the question, ""Do smart cameras require a cloud subscription?"", Subscription services may provide cloud storage, advanced notifications, professional monitoring, extended features, or service plans depending on the product. Billing, renewal, cancellation, refund eligibility, and data retention are governed by the subscription terms and Privacy Policy. Cancel before renewal if you do not want continued service. Some features or recordings may become unavailable after cancellation or expiration. For billing issues, provide the account email, subscription plan, device ID if applicable, and payment date.",Terms of Service,Smart Camera,"subscription,camera",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0282,Subscription & Services,How do I start a cloud storage subscription?,"For the question, ""How do I start a cloud storage subscription?"", Subscription services may provide cloud storage, advanced notifications, professional monitoring, extended features, or service plans depending on the product. Billing, renewal, cancellation, refund eligibility, and data retention are governed by the subscription terms and Privacy Policy. Cancel before renewal if you do not want continued service. Some features or recordings may become unavailable after cancellation or expiration. For billing issues, provide the account email, subscription plan, device ID if applicable, and payment date.",Terms of Service,All categories,"subscription,start",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0283,Subscription & Services,How do I cancel a subscription?,"For the question, ""How do I cancel a subscription?"", Subscription services may provide cloud storage, advanced notifications, professional monitoring, extended features, or service plans depending on the product. Billing, renewal, cancellation, refund eligibility, and data retention are governed by the subscription terms and Privacy Policy. Cancel before renewal if you do not want continued service. Some features or recordings may become unavailable after cancellation or expiration. For billing issues, provide the account email, subscription plan, device ID if applicable, and payment date.",Terms of Service,All categories,"subscription,cancel",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0284,Subscription & Services,Can I get a refund for unused subscription time?,"For the question, ""Can I get a refund for unused subscription time?"", Subscription services may provide cloud storage, advanced notifications, professional monitoring, extended features, or service plans depending on the product. Billing, renewal, cancellation, refund eligibility, and data retention are governed by the subscription terms and Privacy Policy. Cancel before renewal if you do not want continued service. Some features or recordings may become unavailable after cancellation or expiration. For billing issues, provide the account email, subscription plan, device ID if applicable, and payment date.",Refund Policy,All categories,"subscription,refund",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0285,Subscription & Services,What happens to recordings after I cancel?,"For the question, ""What happens to recordings after I cancel?"", Subscription services may provide cloud storage, advanced notifications, professional monitoring, extended features, or service plans depending on the product. Billing, renewal, cancellation, refund eligibility, and data retention are governed by the subscription terms and Privacy Policy. Cancel before renewal if you do not want continued service. Some features or recordings may become unavailable after cancellation or expiration. For billing issues, provide the account email, subscription plan, device ID if applicable, and payment date.",Privacy Policy,All categories,"subscription,recordings",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0286,Subscription & Services,Can I change my subscription plan?,"For the question, ""Can I change my subscription plan?"", Subscription services may provide cloud storage, advanced notifications, professional monitoring, extended features, or service plans depending on the product. Billing, renewal, cancellation, refund eligibility, and data retention are governed by the subscription terms and Privacy Policy. Cancel before renewal if you do not want continued service. Some features or recordings may become unavailable after cancellation or expiration. For billing issues, provide the account email, subscription plan, device ID if applicable, and payment date.",Terms of Service,All categories,"subscription,change plan",2026-07-02,Public Help Center / Customer Support Knowledge Base
